Date;Stock_Price;Shares;Equity;Debt;Asset
1998-04-23;394.073;11.02;4342.68446;5555;9897.68446
1998-04-24;388.427;11.02;4280.46554;5555;9835.46554
1998-04-27;376.745;11.02;4151.7299;5555;9706.7299
1998-04-28;379.276;11.02;4179.62152;5555;9734.62152
1998-04-29;380.055;11.02;4188.2061;5555;9743.2061
1998-04-30;382.002;11.02;4209.66204;5555;9764.66204
1998-05-01;387.6485;11.02;4271.88647;5555;9826.88647
1998-05-04;393.295;11.02;4334.1109;5555;9889.1109
1998-05-05;388.427;11.02;4280.46554;5555;9835.46554
1998-05-06;388.232;11.02;4278.31664;5555;9833.31664
1998-05-07;389.79;11.02;4295.4858;5555;9850.4858
1998-05-08;388.427;11.02;4280.46554;5555;9835.46554
1998-05-11;390.179;11.02;4299.77258;5555;9854.77258
1998-05-12;388.232;11.02;4278.31664;5555;9833.31664
1998-05-13;397.967;11.02;4385.59634;5555;9940.59634
1998-05-14;394.852;11.02;4351.26904;5555;9906.26904
1998-05-15;396.02;11.02;4364.1404;5555;9919.1404
1998-05-18;398.357;11.02;4389.89414;5555;9944.89414
1998-05-19;409.672;11.02;4514.58544;5555;10069.58544
1998-05-20;427.229;11.02;4708.06358;5555;10263.06358
1998-05-22;438.934;11.02;4837.05268;5555;10392.05268
1998-05-25;442.348;11.02;4874.67496;5555;10429.67496
1998-05-26;434.057;11.02;4783.30814;5555;10338.30814
1998-05-27;434.057;11.02;4783.30814;5555;10338.30814
1998-05-28;433.081;11.02;4772.55262;5555;10327.55262
1998-05-29;441.86;11.02;4869.2972;5555;10424.2972
1998-06-01;439.6655;11.02;4845.11381;5555;10400.11381
1998-06-02;437.471;11.02;4820.93042;5555;10375.93042
1998-06-03;445.762;11.02;4912.29724;5555;10467.29724
1998-06-04;463.319;11.02;5105.77538;5555;10660.77538
1998-06-05;468.684;11.02;5164.89768;5555;10719.89768
1998-06-08;475.024;11.02;5234.76448;5555;10789.76448
1998-06-09;458.442;11.02;5052.03084;5555;10607.03084
1998-06-10;469.171;11.02;5170.26442;5555;10725.26442
1998-06-11;452.589;11.02;4987.53078;5555;10542.53078
1998-06-12;451.126;11.02;4971.40852;5555;10526.40852
1998-06-15;438.934;11.02;4837.05268;5555;10392.05268
1998-06-16;442.835;11.02;4880.0417;5555;10435.0417
1998-06-17;456.491;11.02;5030.53082;5555;10585.53082
1998-06-18;458.442;11.02;5052.03084;5555;10607.03084
1998-06-19;475.024;11.02;5234.76448;5555;10789.76448
1998-06-22;470.635;11.02;5186.3977;5555;10741.3977
1998-06-23;469.171;11.02;5170.26442;5555;10725.26442
1998-06-24;464.294;11.02;5116.51988;5555;10671.51988
1998-06-25;473.561;11.02;5218.64222;5555;10773.64222
1998-06-26;465.27;11.02;5127.2754;5555;10682.2754
1998-06-29;475.512;11.02;5240.14224;5555;10795.14224
1998-06-30;486.729;11.02;5363.75358;5555;10918.75358
1998-07-01;481.364;11.02;5304.63128;5555;10859.63128
1998-07-02;476.975;11.02;5256.2645;5555;10811.2645
1998-07-03;471.122;11.02;5191.76444;5555;10746.76444
1998-07-06;476.487;11.02;5250.88674;5555;10805.88674
1998-07-07;483.803;11.02;5331.50906;5555;10886.50906
1998-07-08;487.704;11.02;5374.49808;5555;10929.49808
1998-07-09;479.901;11.02;5288.50902;5555;10843.50902
1998-07-10;478.438;11.02;5272.38676;5555;10827.38676
1998-07-13;477.462;11.02;5261.63124;5555;10816.63124
1998-07-14;493.557;11.02;5438.99814;5555;10993.99814
1998-07-15;504.286;11.02;5557.23172;5555;11112.23172
1998-07-16;491.606;11.02;5417.49812;5555;10972.49812
1998-07-17;496.483;11.02;5471.24266;5555;11026.24266
1998-07-20;488.68;11.02;5385.2536;5555;10940.2536
1998-07-21;486.241;11.02;5358.37582;5555;10913.37582
1998-07-22;478.925;11.02;5277.7535;5555;10832.7535
1998-07-23;480.389;11.02;5293.88678;5555;10848.88678
1998-07-24;487.704;11.02;5374.49808;5555;10929.49808
1998-07-27;459.905;11.02;5068.1531;5555;10623.1531
1998-07-28;464.782;11.02;5121.89764;5555;10676.89764
1998-07-29;455.516;11.02;5019.78632;5555;10574.78632
1998-07-30;461.368;11.02;5084.27536;5555;10639.27536
1998-07-31;454.54;11.02;5009.0308;5555;10564.0308
1998-08-03;450.151;11.02;4960.66402;5555;10515.66402
1998-08-04;451.126;11.02;4971.40852;5555;10526.40852
1998-08-05;436.495;11.02;4810.1749;5555;10365.1749
1998-08-06;431.618;11.02;4756.43036;5555;10311.43036
1998-08-07;434.544;11.02;4788.67488;5555;10343.67488
1998-08-10;427.229;11.02;4708.06358;5555;10263.06358
1998-08-11;407.721;11.02;4493.08542;5555;10048.08542
1998-08-12;417.962;11.02;4605.94124;5555;10160.94124
1998-08-13;408.696;11.02;4503.82992;5555;10058.82992
1998-08-14;419.426;11.02;4622.07452;5555;10177.07452
1998-08-17;422.84;11.02;4659.6968;5555;10214.6968
1998-08-18;430.643;11.02;4745.68586;5555;10300.68586
1998-08-19;440.885;11.02;4858.5527;5555;10413.5527
1998-08-20;443.811;11.02;4890.79722;5555;10445.79722
1998-08-21;412.598;11.02;4546.82996;5555;10101.82996
1998-08-24;394.553;11.02;4347.97406;5555;9902.97406
1998-08-25;407.233;11.02;4487.70766;5555;10042.70766
1998-08-26;386.262;11.02;4256.60724;5555;9811.60724
1998-08-27;363.827;11.02;4009.37354;5555;9564.37354
1998-08-28;363.34;11.02;4004.0068;5555;9559.0068
1998-08-31;350.659;11.02;3864.26218;5555;9419.26218
1998-09-01;348.221;11.02;3837.39542;5555;9392.39542
1998-09-02;360.901;11.02;3977.12902;5555;9532.12902
1998-09-03;344.319;11.02;3794.39538;5555;9349.39538
1998-09-04;345.782;11.02;3810.51764;5555;9365.51764
1998-09-07;341.393;11.02;3762.15086;5555;9317.15086
1998-09-08;355.049;11.02;3912.63998;5555;9467.63998
1998-09-09;356.024;11.02;3923.38448;5555;9478.38448
1998-09-10;345.782;11.02;3810.51764;5555;9365.51764
1998-09-11;354.561;11.02;3907.26222;5555;9462.26222
1998-09-14;363.34;11.02;4004.0068;5555;9559.0068
1998-09-15;360.413;11.02;3971.75126;5555;9526.75126
1998-09-16;360.901;11.02;3977.12902;5555;9532.12902
1998-09-17;341.393;11.02;3762.15086;5555;9317.15086
1998-09-18;341.393;11.02;3762.15086;5555;9317.15086
1998-09-21;310.668;11.02;3423.56136;5555;8978.56136
1998-09-22;312.131;11.02;3439.68362;5555;8994.68362
1998-09-23;309.204;11.02;3407.42808;5555;8962.42808
1998-09-24;292.623;11.02;3224.70546;5555;8779.70546
1998-09-25;294.086;11.02;3240.82772;5555;8795.82772
1998-09-28;301.401;11.02;3321.43902;5555;8876.43902
1998-09-29;294.573;11.02;3246.19446;5555;8801.19446
1998-09-30;277.504;11.02;3058.09408;5555;8613.09408
1998-10-01;262.873;11.02;2896.86046;5555;8451.86046
1998-10-02;251.655;11.02;2773.2381;5555;8328.2381
1998-10-05;244.827;11.02;2697.99354;5555;8252.99354
1998-10-06;263.36;11.02;2902.2272;5555;8457.2272
1998-10-07;262.385;11.02;2891.4827;5555;8446.4827
1998-10-08;256.532;11.02;2826.98264;5555;8381.98264
1998-10-09;261.409;11.02;2880.72718;5555;8435.72718
1998-10-12;272.139;11.02;2998.97178;5555;8553.97178
1998-10-13;274.09;11.02;3020.4718;5555;8575.4718
1998-10-14;283.844;11.02;3127.96088;5555;8682.96088
1998-10-15;291.647;11.02;3213.94994;5555;8768.94994
1998-10-16;296.036;11.02;3262.31672;5555;8817.31672
1998-10-19;294.086;11.02;3240.82772;5555;8795.82772
1998-10-20;309.692;11.02;3412.80584;5555;8967.80584
1998-10-21;310.18;11.02;3418.1836;5555;8973.1836
1998-10-22;312.131;11.02;3439.68362;5555;8994.68362
1998-10-23;307.254;11.02;3385.93908;5555;8940.93908
1998-10-26;306.278;11.02;3375.18356;5555;8930.18356
1998-10-27;327.249;11.02;3606.28398;5555;9161.28398
1998-10-28;314.569;11.02;3466.55038;5555;9021.55038
1998-10-29;319.934;11.02;3525.67268;5555;9080.67268
1998-10-30;333.59;11.02;3676.1618;5555;9231.1618
1998-11-02;338.467;11.02;3729.90634;5555;9284.90634
1998-11-03;331.639;11.02;3654.66178;5555;9209.66178
1998-11-04;341.393;11.02;3762.15086;5555;9317.15086
1998-11-05;325.299;11.02;3584.79498;5555;9139.79498
1998-11-06;323.836;11.02;3568.67272;5555;9123.67272
1998-11-09;317.008;11.02;3493.42816;5555;9048.42816
1998-11-10;313.594;11.02;3455.80588;5555;9010.80588
1998-11-11;325.299;11.02;3584.79498;5555;9139.79498
1998-11-12;331.639;11.02;3654.66178;5555;9209.66178
1998-11-13;325.786;11.02;3590.16172;5555;9145.16172
1998-11-16;326.274;11.02;3595.53948;5555;9150.53948
1998-11-17;323.836;11.02;3568.67272;5555;9123.67272
1998-11-18;326.274;11.02;3595.53948;5555;9150.53948
1998-11-19;331.639;11.02;3654.66178;5555;9209.66178
1998-11-20;331.639;11.02;3654.66178;5555;9209.66178
1998-11-23;320.909;11.02;3536.41718;5555;9091.41718
1998-11-24;321.885;11.02;3547.1727;5555;9102.1727
1998-11-25;310.18;11.02;3418.1836;5555;8973.1836
1998-11-26;306.278;11.02;3375.18356;5555;8930.18356
1998-11-27;307.741;11.02;3391.30582;5555;8946.30582
1998-11-30;300.913;11.02;3316.06126;5555;8871.06126
1998-12-01;297.5;11.02;3278.45;5555;8833.45
1998-12-02;302.377;11.02;3332.19454;5555;8887.19454
1998-12-03;305.303;11.02;3364.43906;5555;8919.43906
1998-12-04;312.131;11.02;3439.68362;5555;8994.68362
1998-12-07;307.741;11.02;3391.30582;5555;8946.30582
1998-12-08;302.377;11.02;3332.19454;5555;8887.19454
1998-12-09;313.106;11.02;3450.42812;5555;9005.42812
1998-12-10;310.18;11.02;3418.1836;5555;8973.1836
1998-12-11;302.864;11.02;3337.56128;5555;8892.56128
1998-12-14;312.131;11.02;3439.68362;5555;8994.68362
1998-12-15;319.934;11.02;3525.67268;5555;9080.67268
1998-12-16;325.786;11.02;3590.16172;5555;9145.16172
1998-12-17;338.467;11.02;3729.90634;5555;9284.90634
1998-12-18;341.393;11.02;3762.15086;5555;9317.15086
1998-12-21;349.684;11.02;3853.51768;5555;9408.51768
1998-12-22;341.881;11.02;3767.52862;5555;9322.52862
1998-12-23;340.905;11.02;3756.7731;5555;9311.7731
1998-12-28;345.295;11.02;3805.1509;5555;9360.1509
1998-12-29;335.54;11.02;3697.6508;5555;9252.6508
1998-12-30;332.614;11.02;3665.40628;5555;9220.40628
1998-12-31;336.028;10.656;3580.714368;5555;9135.714368
1999-01-04;339.442;10.656;3617.093952;7535;11152.09395
1999-01-05;333.102;10.656;3549.534912;7535;11084.53491
1999-01-06;332.614;10.656;3544.334784;7535;11079.33478
1999-01-07;326.762;10.656;3481.975872;7535;11016.97587
1999-01-08;326.762;10.656;3481.975872;7535;11016.97587
1999-01-11;317.495;10.656;3383.22672;7535;10918.22672
1999-01-12;314.081;10.656;3346.847136;7535;10881.84714
1999-01-13;307.254;10.656;3274.098624;7535;10809.09862
1999-01-14;305.791;10.656;3258.508896;7535;10793.5089
1999-01-15;308.229;10.656;3284.488224;7535;10819.48822
1999-01-18;303.84;10.656;3237.71904;7535;10772.71904
1999-01-19;299.45;10.656;3190.9392;7535;10725.9392
1999-01-20;308.229;10.656;3284.488224;7535;10819.48822
1999-01-21;296.524;10.656;3159.759744;7535;10694.75974
1999-01-22;294.086;10.656;3133.780416;7535;10668.78042
1999-01-25;287.745;10.656;3066.21072;7535;10601.21072
1999-01-26;301.401;10.656;3211.729056;7535;10746.72906
1999-01-27;294.573;10.656;3138.969888;7535;10673.96989
1999-01-28;293.11;10.656;3123.38016;7535;10658.38016
1999-01-29;294.573;10.656;3138.969888;7535;10673.96989
1999-02-01;291.647;10.656;3107.790432;7535;10642.79043
1999-02-02;301.401;10.656;3211.729056;7535;10746.72906
1999-02-03;304.815;10.656;3248.10864;7535;10783.10864
1999-02-04;306.278;10.656;3263.698368;7535;10798.69837
1999-02-05;302.377;10.656;3222.129312;7535;10757.12931
1999-02-08;303.352;10.656;3232.518912;7535;10767.51891
1999-02-09;294.086;10.656;3133.780416;7535;10668.78042
1999-02-10;294.573;10.656;3138.969888;7535;10673.96989
1999-02-11;292.623;10.656;3118.190688;7535;10653.19069
1999-02-12;292.623;10.656;3118.190688;7535;10653.19069
1999-02-15;293.598;10.656;3128.580288;7535;10663.58029
1999-02-16;292.623;10.656;3118.190688;7535;10653.19069
1999-02-17;293.598;10.656;3128.580288;7535;10663.58029
1999-02-18;293.598;10.656;3128.580288;7535;10663.58029
1999-02-19;289.209;10.656;3081.811104;7535;10616.8111
1999-02-22;296.524;10.656;3159.759744;7535;10694.75974
1999-02-23;298.963;10.656;3185.749728;7535;10720.74973
1999-02-24;308.229;10.656;3284.488224;7535;10819.48822
1999-02-25;308.229;10.656;3284.488224;7535;10819.48822
1999-02-26;304.327;10.656;3242.908512;7535;10777.90851
1999-03-01;304.327;10.656;3242.908512;7535;10777.90851
1999-03-02;310.18;10.656;3305.27808;7535;10840.27808
1999-03-03;300.913;10.656;3206.528928;7535;10741.52893
1999-03-04;295.549;10.656;3149.370144;7535;10684.37014
1999-03-05;293.598;10.656;3128.580288;7535;10663.58029
1999-03-08;296.524;10.656;3159.759744;7535;10694.75974
1999-03-09;300.426;10.656;3201.339456;7535;10736.33946
1999-03-10;292.623;10.656;3118.190688;7535;10653.19069
1999-03-11;300.426;10.656;3201.339456;7535;10736.33946
1999-03-12;300.913;10.656;3206.528928;7535;10741.52893
1999-03-15;301.401;10.656;3211.729056;7535;10746.72906
1999-03-16;299.45;10.656;3190.9392;7535;10725.9392
1999-03-17;304.327;10.656;3242.908512;7535;10777.90851
1999-03-18;305.791;10.656;3258.508896;7535;10793.5089
1999-03-19;311.155;10.656;3315.66768;7535;10850.66768
1999-03-22;316.032;10.656;3367.636992;7535;10902.63699
1999-03-23;310.18;10.656;3305.27808;7535;10840.27808
1999-03-24;304.327;10.656;3242.908512;7535;10777.90851
1999-03-25;310.18;10.656;3305.27808;7535;10840.27808
1999-03-26;307.741;10.656;3279.288096;7535;10814.2881
1999-03-29;308.229;10.656;3284.488224;7535;10819.48822
1999-03-30;306.278;10.656;3263.698368;7535;10798.69837
1999-03-31;310.668;10.656;3310.478208;7535;10845.47821
1999-04-01;310.18;10.656;3305.27808;7535;10840.27808
1999-04-06;316.52;10.656;3372.83712;7535;10907.83712
1999-04-07;321.397;10.656;3424.806432;7535;10959.80643
1999-04-08;323.348;10.656;3445.596288;7535;10980.59629
1999-04-09;328.225;10.656;3497.5656;7535;11032.5656
1999-04-12;324.811;10.656;3461.186016;7535;10996.18602
1999-04-13;328.713;10.656;3502.765728;7535;11037.76573
1999-04-14;330.176;10.656;3518.355456;7535;11053.35546
1999-04-15;321.885;10.656;3430.00656;7535;10965.00656
1999-04-16;322.86;10.656;3440.39616;7535;10975.39616
1999-04-19;330.663;10.656;3523.544928;7535;11058.54493
1999-04-20;334.118;10.656;3560.361408;7535;11095.36141
1999-04-21;341.521;10.656;3639.247776;7535;11174.24778
1999-04-22;341.521;10.656;3639.247776;7535;11174.24778
1999-04-23;333.625;10.656;3555.108;7535;11090.108
1999-04-26;342.508;10.656;3649.765248;7535;11184.76525
1999-04-27;350.898;10.656;3739.169088;7535;11274.16909
1999-04-28;351.885;10.656;3749.68656;7535;11284.68656
1999-04-29;347.937;10.656;3707.616672;7535;11242.61667
1999-04-30;344.482;10.656;3670.800192;7535;11205.80019
1999-05-03;349.417;10.656;3723.387552;7535;11258.38755
1999-05-04;339.547;10.656;3618.212832;7535;11153.21283
1999-05-05;338.56;10.656;3607.69536;7535;11142.69536
1999-05-06;334.612;10.656;3565.625472;7535;11100.62547
1999-05-07;336.092;10.656;3581.396352;7535;11116.39635
1999-05-10;335.599;10.656;3576.142944;7535;11111.14294
1999-05-11;334.118;10.656;3560.361408;7535;11095.36141
1999-05-12;335.599;10.656;3576.142944;7535;11111.14294
1999-05-14;330.17;10.656;3518.29152;7535;11053.29152
1999-05-17;327.702;10.656;3491.992512;7535;11026.99251
1999-05-18;336.586;10.656;3586.660416;7535;11121.66042
1999-05-19;340.04;10.656;3623.46624;7535;11158.46624
1999-05-20;344.482;10.656;3670.800192;7535;11205.80019
1999-05-21;345.469;10.656;3681.317664;7535;11216.31766
1999-05-25;345.469;10.656;3681.317664;7535;11216.31766
1999-05-26;346.95;10.656;3697.0992;7535;11232.0992
1999-05-27;342.508;10.656;3649.765248;7535;11184.76525
1999-05-28;339.547;10.656;3618.212832;7535;11153.21283
1999-05-31;340.04;10.656;3623.46624;7535;11158.46624
1999-06-01;334.118;10.656;3560.361408;7535;11095.36141
1999-06-02;335.599;10.656;3576.142944;7535;11111.14294
1999-06-03;341.521;10.656;3639.247776;7535;11174.24778
1999-06-04;345.469;10.656;3681.317664;7535;11216.31766
1999-06-07;345.469;10.656;3681.317664;7535;11216.31766
1999-06-08;338.56;10.656;3607.69536;7535;11142.69536
1999-06-09;341.521;10.656;3639.247776;7535;11174.24778
1999-06-10;341.521;10.656;3639.247776;7535;11174.24778
1999-06-11;340.534;10.656;3628.730304;7535;11163.7303
1999-06-14;339.547;10.656;3618.212832;7535;11153.21283
1999-06-15;339.547;10.656;3618.212832;7535;11153.21283
1999-06-16;335.599;10.656;3576.142944;7535;11111.14294
1999-06-17;336.586;10.656;3586.660416;7535;11121.66042
1999-06-18;335.105;10.656;3570.87888;7535;11105.87888
1999-06-21;336.092;10.656;3581.396352;7535;11116.39635
1999-06-22;333.625;10.656;3555.108;7535;11090.108
1999-06-23;333.131;10.656;3549.843936;7535;11084.84394
1999-06-24;328.689;10.656;3502.509984;7535;11037.50998
1999-06-25;321.78;10.656;3428.88768;7535;10963.88768
1999-06-28;323.754;10.656;3449.922624;7535;10984.92262
1999-06-29;328.689;10.656;3502.509984;7535;11037.50998
1999-06-30;321.286;10.656;3423.623616;7535;10958.62362
1999-07-01;330.17;10.656;3518.29152;7535;11053.29152
1999-07-02;333.625;10.656;3555.108;7535;11090.108
1999-07-05;339.547;10.656;3618.212832;7535;11153.21283
1999-07-06;337.079;10.656;3591.913824;7535;11126.91382
1999-07-07;339.053;10.656;3612.948768;7535;11147.94877
1999-07-08;343.002;10.656;3655.029312;7535;11190.02931
1999-07-09;346.456;10.656;3691.835136;7535;11226.83514
1999-07-12;350.405;10.656;3733.91568;7535;11268.91568
1999-07-13;344.976;10.656;3676.064256;7535;11211.06426
1999-07-14;345.469;10.656;3681.317664;7535;11216.31766
1999-07-15;345.469;10.656;3681.317664;7535;11216.31766
1999-07-16;345.963;10.656;3686.581728;7535;11221.58173
1999-07-19;343.002;10.656;3655.029312;7535;11190.02931
1999-07-20;335.599;10.656;3576.142944;7535;11111.14294
1999-07-21;336.586;10.656;3586.660416;7535;11121.66042
1999-07-22;335.599;10.656;3576.142944;7535;11111.14294
1999-07-23;334.118;10.656;3560.361408;7535;11095.36141
1999-07-26;331.157;10.656;3528.808992;7535;11063.80899
1999-07-27;334.118;10.656;3560.361408;7535;11095.36141
1999-07-28;330.663;10.656;3523.544928;7535;11058.54493
1999-07-29;328.689;10.656;3502.509984;7535;11037.50998
1999-07-30;331.65;10.656;3534.0624;7535;11069.0624
1999-08-02;327.702;10.656;3491.992512;7535;11026.99251
1999-08-03;326.715;10.656;3481.47504;7535;11016.47504
1999-08-04;321.78;10.656;3428.88768;7535;10963.88768
1999-08-05;316.351;10.656;3371.036256;7535;10906.03626
1999-08-06;313.883;10.656;3344.737248;7535;10879.73725
1999-08-09;311.909;10.656;3323.702304;7535;10858.7023
1999-08-10;310.429;10.656;3307.931424;7535;10842.93142
1999-08-11;312.896;10.656;3334.219776;7535;10869.21978
1999-08-12;312.403;10.656;3328.966368;7535;10863.96637
1999-08-13;311.909;10.656;3323.702304;7535;10858.7023
1999-08-16;315.858;10.656;3365.782848;7535;10900.78285
1999-08-17;317.832;10.656;3386.817792;7535;10921.81779
1999-08-18;317.832;10.656;3386.817792;7535;10921.81779
1999-08-19;310.922;10.656;3313.184832;7535;10848.18483
1999-08-20;311.909;10.656;3323.702304;7535;10858.7023
1999-08-23;310.922;10.656;3313.184832;7535;10848.18483
1999-08-24;314.377;10.656;3350.001312;7535;10885.00131
1999-08-25;309.442;10.656;3297.413952;7535;10832.41395
1999-08-26;314.871;10.656;3355.265376;7535;10890.26538
1999-08-27;314.377;10.656;3350.001312;7535;10885.00131
1999-08-30;317.832;10.656;3386.817792;7535;10921.81779
1999-08-31;314.377;10.656;3350.001312;7535;10885.00131
1999-09-01;318.819;10.656;3397.335264;7535;10932.33526
1999-09-02;315.858;10.656;3365.782848;7535;10900.78285
1999-09-03;325.728;10.656;3470.957568;7535;11005.95757
1999-09-06;330.663;10.656;3523.544928;7535;11058.54493
1999-09-07;337.079;10.656;3591.913824;7535;11126.91382
1999-09-08;333.625;10.656;3555.108;7535;11090.108
1999-09-09;336.586;10.656;3586.660416;7535;11121.66042
1999-09-10;340.04;10.656;3623.46624;7535;11158.46624
1999-09-13;335.599;10.656;3576.142944;7535;11111.14294
1999-09-14;330.17;10.656;3518.29152;7535;11053.29152
1999-09-15;332.638;10.656;3544.590528;7535;11079.59053
1999-09-16;330.663;10.656;3523.544928;7535;11058.54493
1999-09-17;327.702;10.656;3491.992512;7535;11026.99251
1999-09-20;329.183;10.656;3507.774048;7535;11042.77405
1999-09-21;324.741;10.656;3460.440096;7535;10995.4401
1999-09-22;321.286;10.656;3423.623616;7535;10958.62362
1999-09-23;326.715;10.656;3481.47504;7535;11016.47504
1999-09-24;330.663;10.656;3523.544928;7535;11058.54493
1999-09-27;329.183;10.656;3507.774048;7535;11042.77405
1999-09-28;323.261;10.656;3444.669216;7535;10979.66922
1999-09-29;321.78;10.656;3428.88768;7535;10963.88768
1999-09-30;320.299;10.656;3413.106144;7535;10948.10614
1999-10-01;318.819;10.656;3397.335264;7535;10932.33526
1999-10-04;319.806;10.656;3407.852736;7535;10942.85274
1999-10-05;314.871;10.656;3355.265376;7535;10890.26538
1999-10-06;316.845;10.656;3376.30032;7535;10911.30032
1999-10-07;320.793;10.656;3418.370208;7535;10953.37021
1999-10-08;318.819;10.656;3397.335264;7535;10932.33526
1999-10-11;319.312;10.656;3402.588672;7535;10937.58867
1999-10-12;316.845;10.656;3376.30032;7535;10911.30032
1999-10-13;318.325;10.656;3392.0712;7535;10927.0712
1999-10-14;312.896;10.656;3334.219776;7535;10869.21978
1999-10-15;309.442;10.656;3297.413952;7535;10832.41395
1999-10-18;305;10.656;3250.08;7535;10785.08
1999-10-19;307.468;10.656;3276.379008;7535;10811.37901
1999-10-20;306.974;10.656;3271.114944;7535;10806.11494
1999-10-21;303.519;10.656;3234.298464;7535;10769.29846
1999-10-22;305;10.656;3250.08;7535;10785.08
1999-10-25;304.013;10.656;3239.562528;7535;10774.56253
1999-10-26;307.468;10.656;3276.379008;7535;10811.37901
1999-10-27;303.026;10.656;3229.045056;7535;10764.04506
1999-10-28;307.961;10.656;3281.632416;7535;10816.63242
1999-10-29;316.351;10.656;3371.036256;7535;10906.03626
1999-11-01;313.883;10.656;3344.737248;7535;10879.73725
1999-11-02;308.455;10.656;3286.89648;7535;10821.89648
1999-11-03;309.935;10.656;3302.66736;7535;10837.66736
1999-11-04;309.442;10.656;3297.413952;7535;10832.41395
1999-11-05;309.442;10.656;3297.413952;7535;10832.41395
1999-11-08;308.455;10.656;3286.89648;7535;10821.89648
1999-11-09;309.935;10.656;3302.66736;7535;10837.66736
1999-11-10;313.39;10.656;3339.48384;7535;10874.48384
1999-11-11;315.858;10.656;3365.782848;7535;10900.78285
1999-11-12;315.858;10.656;3365.782848;7535;10900.78285
1999-11-15;315.858;10.656;3365.782848;7535;10900.78285
1999-11-16;322.767;10.656;3439.405152;7535;10974.40515
1999-11-17;324.248;10.656;3455.186688;7535;10990.18669
1999-11-18;320.299;10.656;3413.106144;7535;10948.10614
1999-11-19;315.858;10.656;3365.782848;7535;10900.78285
1999-11-22;318.819;10.656;3397.335264;7535;10932.33526
1999-11-23;311.909;10.656;3323.702304;7535;10858.7023
1999-11-24;316.845;10.656;3376.30032;7535;10911.30032
1999-11-25;324.248;10.656;3455.186688;7535;10990.18669
1999-11-26;319.312;10.656;3402.588672;7535;10937.58867
1999-11-29;324.741;10.656;3460.440096;7535;10995.4401
1999-11-30;323.261;10.656;3444.669216;7535;10979.66922
1999-12-01;321.286;10.656;3423.623616;7535;10958.62362
1999-12-02;321.78;10.656;3428.88768;7535;10963.88768
1999-12-03;324.248;10.656;3455.186688;7535;10990.18669
1999-12-06;321.286;10.656;3423.623616;7535;10958.62362
1999-12-07;315.858;10.656;3365.782848;7535;10900.78285
1999-12-08;309.935;10.656;3302.66736;7535;10837.66736
1999-12-09;306.974;10.656;3271.114944;7535;10806.11494
1999-12-10;308.948;10.656;3292.149888;7535;10827.14989
1999-12-13;307.961;10.656;3281.632416;7535;10816.63242
1999-12-14;307.468;10.656;3276.379008;7535;10811.37901
1999-12-15;304.013;10.656;3239.562528;7535;10774.56253
1999-12-16;312.896;10.656;3334.219776;7535;10869.21978
1999-12-17;308.948;10.656;3292.149888;7535;10827.14989
1999-12-20;308.455;10.656;3286.89648;7535;10821.89648
1999-12-21;310.922;10.656;3313.184832;7535;10848.18483
1999-12-22;310.429;10.656;3307.931424;7535;10842.93142
1999-12-23;312.896;10.656;3334.219776;7535;10869.21978
1999-12-27;315.858;10.656;3365.782848;7535;10900.78285
1999-12-28;314.377;10.656;3350.001312;7535;10885.00131
1999-12-29;314.871;10.656;3355.265376;7535;10890.26538
1999-12-30;316.351;10.656;3371.036256;7535;10906.03626
1999-12-31;311.169;12.18;3790.03842;7535;11325.03842
2000-01-04;305.987;12.18;3726.92166;10110;13836.92166
2000-01-05;314.871;12.18;3835.12878;10110;13945.12878
2000-01-06;330.663;12.18;4027.47534;10110;14137.47534
2000-01-07;345.469;12.18;4207.81242;10110;14317.81242
2000-01-10;337.573;12.18;4111.63914;10110;14221.63914
2000-01-11;333.131;12.18;4057.53558;10110;14167.53558
2000-01-12;336.586;12.18;4099.61748;10110;14209.61748
2000-01-13;337.079;12.18;4105.62222;10110;14215.62222
2000-01-14;343.002;12.18;4177.76436;10110;14287.76436
2000-01-17;341.028;12.18;4153.72104;10110;14263.72104
2000-01-18;335.105;12.18;4081.5789;10110;14191.5789
2000-01-19;334.118;12.18;4069.55724;10110;14179.55724
2000-01-20;336.586;12.18;4099.61748;10110;14209.61748
2000-01-21;340.04;12.18;4141.6872;10110;14251.6872
2000-01-24;333.625;12.18;4063.5525;10110;14173.5525
2000-01-25;326.715;12.18;3979.3887;10110;14089.3887
2000-01-26;326.715;12.18;3979.3887;10110;14089.3887
2000-01-27;339.547;12.18;4135.68246;10110;14245.68246
2000-01-28;335.105;12.18;4081.5789;10110;14191.5789
2000-01-31;323.261;12.18;3937.31898;10110;14047.31898
2000-02-01;319.806;12.18;3895.23708;10110;14005.23708
2000-02-02;315.364;12.18;3841.13352;10110;13951.13352
2000-02-03;325.235;12.18;3961.3623;10110;14071.3623
2000-02-04;316.845;12.18;3859.1721;10110;13969.1721
2000-02-07;312.896;12.18;3811.07328;10110;13921.07328
2000-02-08;315.858;12.18;3847.15044;10110;13957.15044
2000-02-09;307.468;12.18;3744.96024;10110;13854.96024
2000-02-10;307.468;12.18;3744.96024;10110;13854.96024
2000-02-11;307.961;12.18;3750.96498;10110;13860.96498
2000-02-14;308.455;12.18;3756.9819;10110;13866.9819
2000-02-15;305.987;12.18;3726.92166;10110;13836.92166
2000-02-16;314.377;12.18;3829.11186;10110;13939.11186
2000-02-17;316.845;12.18;3859.1721;10110;13969.1721
